trade_date,trade_type,reason,rank_final,buy_imp,T+,ts_code,name,buyout_price,today_open,today_close,sold_price,pct_chg,comp_chg,shares,value_open,value_close,port_cash
20200102,,,,,,,,,,,,,,,,,
20200103,buy,,77248.0,0.0,0.0,002850.SZ,科达利,44.9599739243807,44.9599739243807,45.32998696219035,,1.008229832126504,1.008229832126504,111.0,4990.557105606257,5031.6285528031285,5009.442894393743
20200103,buy,,77789.0,0.0,0.0,600885.SH,宏发股份,34.38,34.38,34.470012706480304,,1.0026181706364252,1.0026181706364252,145.0,4985.1,4998.1518424396445,24.342894393742426
20200106,sell,> T+1,77248.0,0.0,1.0,002850.SZ,科达利,44.9599739243807,46.800000000000004,,46.800000000000004,1.0324291520100324,1.0409258706135838,111.0,5194.8,,5219.142894393743
20200106,sell,> T+1,77789.0,0.0,1.0,600885.SH,宏发股份,34.38,35.17001270648031,,35.17001270648031,1.020307506294258,1.022978845447362,145.0,5099.6518424396445,,10318.794736833388
20200106,buy,,68764.0,0.0,0.0,300707.SZ,威唐工业,18.01001984126984,18.01001984126984,20.05,,1.113269178863177,1.113269178863177,286.0,5150.865674603175,5734.3,5167.929062230213
20200106,buy,,69209.0,0.0,0.0,300004.SZ,南风股份,6.53001226993865,6.53001226993865,6.83001226993865,,1.0459417207194341,1.0459417207194341,790.0,5158.709693251533,5395.709693251533,9.219368978679995
20200107,sell,> T+1,68764.0,0.0,1.0,300707.SZ,威唐工业,18.01001984126984,20.95,,20.95,1.0448877805486283,1.163241361455539,286.0,5991.7,,6000.91936897868
20200107,sell,> T+1,69209.0,0.0,1.0,300004.SZ,南风股份,6.53001226993865,6.79001226993865,,6.79001226993865,0.994143495147724,1.039816157956843,790.0,5364.109693251534,,11365.029062230213
20200107,buy,,67087.0,1.0,0.0,600289.SH,*ST信通,3.730006788866259,3.730006788866259,3.730006788866259,,1.0,1.0,1523.0,5680.800339443313,5680.800339443313,5684.2287227869
20200107,buy,,67943.5,0.0,0.0,000829.SZ,天音控股,6.610002696144513,6.610002696144513,6.680001348072256,,1.0105898068647645,1.0105898068647645,859.0,5677.992315988137,5738.121157994068,6.2364067987628005
20200108,sell,> T+1,67087.0,1.0,1.0,600289.SH,*ST信通,3.730006788866259,3.730006788866259,,3.730006788866259,1.0,1.0,1523.0,5680.800339443313,,5687.036746242075
20200108,sell,> T+1,67943.5,0.0,1.0,000829.SZ,天音控股,6.610002696144513,6.6,,6.6,0.9880237527054776,0.9984867334244284,859.0,5669.4,,11356.436746242074
20200108,buy,,66281.0,0.0,0.0,300750.SZ,宁德时代,109.00998003992015,109.00998003992015,109.6,,1.0054125315853077,1.0054125315853077,52.0,5668.518962075848,5699.2,5687.917784166226
20200108,buy,,66876.0,0.0,0.0,002715.SZ,登云股份,18.360019940179463,18.360019940179463,18.96999002991027,,1.033222735689733,1.033222735689733,309.0,5673.246161515454,5861.726919242274,14.671622650771496
20200109,sell,> T+1,66281.0,0.0,1.0,300750.SZ,宁德时代,109.00998003992015,112.0,,112.0,1.0218978102189782,1.0274288643937453,52.0,5824.0,,5838.6716226507715
20200109,sell,> T+1,66876.0,0.0,1.0,002715.SZ,登云股份,18.360019940179463,18.93998005982054,,18.93998005982054,0.9984180292112746,1.031588207503625,309.0,5852.453838484547,,11691.125461135318
20200109,buy,,50989.0,0.0,0.0,300489.SZ,中飞股份,20.4,20.4,22.32999501743896,,1.094607598894067,1.094607598894067,286.0,5834.4,6386.378574987542,5856.725461135318
20200109,buy,,51026.0,0.0,0.0,600966.SH,博汇纸业,5.590004320898747,5.590004320898747,5.739997119400836,,1.026832322461957,1.026832322461957,1045.0,5841.55451533919,5998.296989773873,15.170945796127853
20200110,sell,> T+1,50989.0,0.0,1.0,300489.SZ,中飞股份,20.4,22.98998505231689,,22.98998505231689,1.0295562105751703,1.1269600515841613,286.0,6575.135724962631,,6590.306670758759
20200110,sell,> T+1,51026.0,0.0,1.0,600966.SH,博汇纸业,5.590004320898747,5.749992798502088,,5.749992798502088,1.0017414083828489,1.0286204568760724,1045.0,6008.742474434682,,12599.04914519344
20200110,buy,,64887.0,0.0,0.0,000529.SZ,广弘控股,6.860006404098622,6.860006404098622,7.130003202049311,,1.0393580970696141,1.0393580970696141,918.0,6297.485878962535,6545.342939481267,6301.563266230904
20200110,buy,,65218.0,0.0,0.0,002810.SZ,山东赫达,18.890025706940875,18.890025706940875,19.08,,1.0100568573069395,1.0100568573069395,333.0,6290.378560411312,6353.639999999999,11.184705819592637
20200113,sell,> T+1,64887.0,0.0,1.0,000529.SZ,广弘控股,6.860006404098622,7.079987191802753,,7.079987191802753,0.9929851349530696,1.0320671402832364,918.0,6499.428242074928,,6510.61294789452
20200113,sell,> T+1,65218.0,0.0,1.0,002810.SZ,山东赫达,18.890025706940875,19.149974293059124,,19.149974293059124,1.0036674157787802,1.013761155762892,333.0,6376.941439588688,,12887.554387483207
20200113,buy,,59390.0,0.0,0.0,000100.SZ,TCL科技,4.6700064641241115,4.6700064641241115,4.770006464124111,,1.0214132465914596,1.0214132465914596,1379.0,6439.93891402715,6577.838914027149,6447.615473456058
20200113,buy,,59559.0,0.0,0.0,300010.SZ,立思辰,12.6,12.6,13.100000000000001,,1.0396825396825398,1.0396825396825398,511.0,6438.599999999999,6694.1,9.015473456058317
20200114,sell,> T+1,59390.0,0.0,1.0,000100.SZ,TCL科技,4.6700064641241115,4.75,,4.75,0.9958057784041631,1.0171292130943317,1379.0,6550.25,,6559.265473456058
20200114,sell,> T+1,59559.0,0.0,1.0,300010.SZ,立思辰,12.6,13.100000000000001,,13.100000000000001,1.0,1.0396825396825398,511.0,6694.1,,13253.365473456059
20200114,buy,,58282.0,0.0,0.0,603520.SH,司太立,40.9,40.9,41.08999319264805,,1.0046453103336932,1.0046453103336932,162.0,6625.8,6656.578897208984,6627.5654734560585
20200114,buy,,59023.0,0.0,0.0,300467.SZ,迅游科技,20.419990042320137,20.419990042320137,20.999999999999996,,1.0284040274494648,1.0284040274494648,324.0,6616.076773711724,6803.999999999999,11.488699744334554
20200115,sell,> T+1,58282.0,0.0,1.0,603520.SH,司太立,40.9,41.450034036759696,,41.450034036759696,1.0087622512474903,1.0134482649574499,162.0,6714.905513955071,,6726.394213699406
20200115,sell,> T+1,59023.0,0.0,1.0,300467.SZ,迅游科技,20.419990042320137,20.88000995767986,,20.88000995767986,0.9942861884609459,1.0225279206506144,324.0,6765.123226288275,,13491.517439987681
20200115,buy,,44381.0,0.0,0.0,300639.SZ,凯普生物,27.11,27.11,26.99,,0.9955735890815197,0.9955735890815197,248.0,6723.28,6693.5199999999995,6768.237439987682
20200115,buy,,45435.0,0.0,0.0,300212.SZ,易华录,35.8,35.8,37.460005644933666,,1.0463688727635103,1.0463688727635103,188.0,6730.4,7042.481061247529,37.837439987682046
20200116,sell,> T+1,44381.0,0.0,1.0,300639.SZ,凯普生物,27.11,26.99,,26.99,1.0,0.9955735890815197,248.0,6693.5199999999995,,6731.357439987682
20200116,sell,> T+1,45435.0,0.0,1.0,300212.SZ,易华录,35.8,37.26000564493367,,37.26000564493367,0.9946609725077005,1.0407822805847395,188.0,7004.88106124753,,13736.238501235212
20200116,buy,,40581.0,0.0,0.0,300465.SZ,高伟达,14.030012414649287,14.030012414649287,14.490006207324642,,1.0327864138021046,1.0327864138021046,489.0,6860.676070763501,7085.61303538175,6875.56243047171
20200116,buy,,41882.0,0.0,0.0,600223.SH,鲁商发展,10.150027070925825,10.150027070925825,10.68002165674066,,1.0522160760864347,1.0522160760864347,676.0,6861.418299945858,7219.694639956686,14.144130525852233
20200117,sell,> T+1,40581.0,0.0,1.0,300465.SZ,高伟达,14.030012414649287,14.490006207324642,,14.490006207324642,1.0,1.0327864138021046,489.0,7085.61303538175,,7099.757165907602
20200117,sell,> T+1,41882.0,0.0,1.0,600223.SH,鲁商发展,10.150027070925825,10.78002165674066,,10.78002165674066,1.0093632768934402,1.062068266558561,676.0,7287.294639956686,,14387.051805864288
20200117,buy,,37799.0,0.0,0.0,002432.SZ,九安医疗,5.330003264773098,5.330003264773098,5.349983676134508,,1.003748667752882,1.003748667752882,1349.0,7190.17440417891,7217.127979105452,7196.877401685379
20200117,buy,,38188.0,0.0,0.0,300279.SZ,和晶科技,6.420006928806513,6.420006928806513,6.500000000000001,,1.0124599664892198,1.0124599664892198,1120.0,7190.407760263295,7280.000000000001,6.469641422083441
20200120,sell,> T+1,37799.0,0.0,1.0,002432.SZ,九安医疗,5.330003264773098,5.3600065295461965,,5.3600065295461965,1.0018734362604504,1.005629126903429,1349.0,7230.648808357819,,7237.118449779902
20200120,sell,> T+1,38188.0,0.0,1.0,300279.SZ,和晶科技,6.420006928806513,6.530001732201629,,6.530001732201629,1.0046156511079427,1.0171331284552934,1120.0,7313.601940065824,,14550.720389845726
20200120,buy,,38784.5,0.0,0.0,002320.SZ,海峡股份,12.8,12.8,13.919993135404154,,1.0874994637034494,1.0874994637034494,568.0,7270.400000000001,7906.556100909559,7280.320389845726
20200120,buy,,40046.0,0.0,0.0,603666.SH,亿嘉和,88.1,88.1,88.62,,1.0059023836549377,1.0059023836549377,82.0,7224.2,7266.84,56.120389845726095
20200121,sell,> T+1,38784.5,0.0,1.0,002320.SZ,海峡股份,12.8,14.540003432297922,,14.540003432297922,1.0445409915696606,1.1359377681482752,568.0,8258.72194954522,,8314.842339390945
20200121,sell,> T+1,40046.0,0.0,1.0,603666.SH,亿嘉和,88.1,87.75003533568905,,87.75003533568905,0.9901832017116796,0.9960276428568564,82.0,7195.502897526502,,15510.345236917448
20200121,buy,,42731.0,0.0,0.0,600223.SH,鲁商发展,10.540010828370331,10.540010828370331,10.75998917162967,,1.0208707891141087,1.0208707891141087,735.0,7746.907958852194,7908.592041147807,7763.437278065255
20200121,buy,,45435.0,1.0,0.0,300440.SZ,运达科技,9.0,9.0,9.0,,1.0,1.0,861.0,7749.0,7749.0,14.437278065254759
20200122,sell,> T+1,42731.0,0.0,1.0,600223.SH,鲁商发展,10.540010828370331,10.4,,10.4,0.9665437236146264,0.9867162538397526,735.0,7644.0,,7658.437278065255
20200122,sell,> T+1,45435.0,1.0,1.0,300440.SZ,运达科技,9.0,9.0,,9.0,1.0,1.0,861.0,7749.0,,15407.437278065256
20200122,buy,,40128.0,0.0,0.0,002065.SZ,东华软件,14.120000000000001,14.120000000000001,14.890001626809827,,1.0545326931168433,1.0545326931168433,545.0,7695.400000000001,8115.050886611356,7712.037278065255
20200122,buy,,40498.0,0.0,0.0,603258.SH,电魂网络,25.499999999999996,25.499999999999996,26.329961089494162,,1.0325474937056536,1.0325474937056536,302.0,7700.999999999999,7951.648249027237,11.037278065256032
20200123,sell,> T+1,40128.0,0.0,1.0,002065.SZ,东华软件,14.120000000000001,14.590001626809826,,14.590001626809826,0.9798522520333481,1.0332862341933304,545.0,7951.550886611355,,7962.588164676611
20200123,sell,> T+1,40498.0,0.0,1.0,603258.SH,电魂网络,25.499999999999996,26.26001945525292,,26.26001945525292,0.9973436484010169,1.0298046845197224,302.0,7930.525875486382,,15893.114040162993
20200123,buy,,32640.0,0.0,0.0,600400.SH,红豆股份,3.5400032951643463,3.5400032951643463,3.559996704835654,,1.005647850582122,1.005647850582122,2244.0,7943.7673943487935,7988.632605651207,7949.346645814199
20200123,buy,,32994.0,0.0,0.0,300342.SZ,天银机电,10.350011695906431,10.350011695906431,11.079999999999998,,1.070530191225029,1.070530191225029,767.0,7938.458970760233,8498.359999999999,10.887675053966632
20200203,sell,> T+1,32640.0,0.0,1.0,600400.SH,红豆股份,3.5400032951643463,3.8699975286267403,,3.8699975286267403,1.087078963688366,1.0932186232462457,2244.0,8684.274454238404,,8695.16212929237
20200203,sell,> T+1,32994.0,0.0,1.0,300342.SZ,天银机电,10.350011695906431,10.010011695906432,,10.010011695906432,0.9034306584753099,0.9671497955761272,767.0,7677.678970760233,,16372.841100052603
20200203,buy,,26145.0,1.0,0.0,300432.SZ,富临精工,9.270009581603322,9.270009581603322,9.270009581603322,,1.0,1.0,883.0,8185.418460555733,8185.418460555733,8187.42263949687
20200203,buy,,26179.0,0.0,0.0,002907.SZ,华森制药,16.5,16.5,19.44995024875622,,1.178784863560983,1.178784863560983,496.0,8184.0,9647.175323383086,3.4226394968700333
20200204,sell,> T+1,26145.0,1.0,1.0,300432.SZ,富临精工,9.270009581603322,8.339987224528905,,8.339987224528905,0.899674067336448,0.899674067336448,883.0,7364.2087192590225,,7367.6313587558925
20200204,sell,> T+1,26179.0,0.0,1.0,002907.SZ,华森制药,16.5,19.509950248756223,,19.509950248756223,1.0030848407956128,1.1824212271973469,496.0,9676.935323383086,,17044.56668213898
20200204,buy,,24959.0,0.0,0.0,300420.SZ,五洋停车,5.000000000000001,5.000000000000001,5.14999299425529,,1.0299985988510578,1.0299985988510578,1704.0,8520.000000000002,8775.588062211014,8524.566682138977
20200204,buy,,27401.0,0.0,0.0,300432.SZ,富临精工,8.339987224528905,8.339987224528905,9.629990418396678,,1.1546768788894208,1.1546768788894208,1021.0,8515.126956244012,9832.220217183009,9.439725894964795
20200205,sell,> T+1,24959.0,0.0,1.0,300420.SZ,五洋停车,5.000000000000001,5.159997197702117,,5.159997197702117,1.0019425664186312,1.031999439540423,1704.0,8792.635224884407,,8802.074950779372
20200205,sell,> T+1,27401.0,0.0,1.0,300432.SZ,富临精工,8.339987224528905,9.480006387735548,,9.480006387735548,0.9844253188066929,1.1366931546194352,1021.0,9679.086521877995,,18481.161472657368
20200205,buy,,54135.0,0.0,0.0,000705.SZ,浙江震元,7.869996279761905,7.869996279761905,8.1,,1.029225391227892,1.029225391227892,1174.0,9239.375632440477,9509.4,9241.785840216891
20200205,buy,,54804.0,0.0,0.0,300753.SZ,爱朋医疗,45.12,45.12,46.760000000000005,,1.0363475177304966,1.0363475177304966,204.0,9204.48,9539.04,37.30584021689174
20200206,sell,> T+1,54135.0,0.0,1.0,000705.SZ,浙江震元,7.869996279761905,7.980003720238095,,7.980003720238095,0.9851856444738389,1.0139780803656897,1174.0,9368.524367559523,,9405.830207776415
20200206,sell,> T+1,54804.0,0.0,1.0,300753.SZ,爱朋医疗,45.12,46.15,,46.15,0.9869546621043626,1.0228280141843973,204.0,9414.6,,18820.430207776415
20200206,buy,,59767.0,0.0,0.0,600546.SH,山煤国际,8.709996297667532,8.709996297667532,9.4,,1.0792197469150757,1.0792197469150757,1080.0,9406.796001480934,10152.0,9413.63420629548
20200206,buy,,60132.0,0.0,0.0,002190.SZ,*ST集成,22.7,22.7,23.110003803727654,,1.0180618415739056,1.0180618415739056,414.0,9397.8,9567.541574743249,15.834206295481636
20200207,sell,> T+1,59767.0,0.0,1.0,600546.SH,山煤国际,8.709996297667532,9.209996297667532,,9.209996297667532,0.9797868401773969,1.057405305686972,1080.0,9946.796001480934,,9962.630207776416
20200207,sell,> T+1,60132.0,0.0,1.0,002190.SZ,*ST集成,22.7,23.0,,23.0,0.9952399919678979,1.013215859030837,414.0,9522.0,,19484.630207776416
20200207,buy,,70764.0,0.0,0.0,603938.SH,三孚股份,24.100000000000005,24.100000000000005,26.089950738916258,,1.0825705700795125,1.0825705700795125,404.0,9736.400000000001,10540.340098522169,9748.230207776414
20200207,buy,,71606.0,0.0,0.0,300661.SZ,圣邦股份,251.44001175088133,251.44001175088133,264.19001175088135,,1.0507079199973643,1.0507079199973643,38.0,9554.72044653349,10039.22044653349,193.50976124292356
20200210,sell,> T+1,70764.0,0.0,1.0,603938.SH,三孚股份,24.100000000000005,25.900000000000002,,25.900000000000002,0.9927193906643557,1.0746887966804979,404.0,10463.6,,10657.109761242924
20200210,sell,> T+1,71606.0,0.0,1.0,300661.SZ,圣邦股份,251.44001175088133,259.0,,259.0,0.9803550038985755,1.0300667670052803,38.0,9842.0,,20499.109761242922
20200210,buy,,75406.0,0.0,0.0,300063.SZ,天龙集团,3.709998727897214,3.709998727897214,3.9000000000000004,,1.051213298450503,1.051213298450503,2762.0,10247.016486452105,10771.800000000001,10252.093274790817
20200210,buy,,75669.0,0.0,0.0,000998.SZ,隆平高科,16.689997337356882,16.689997337356882,18.400000000000002,,1.1024567366955569,1.1024567366955569,614.0,10247.658365137126,11297.600000000002,4.434909653691648
20200211,sell,> T+1,75406.0,0.0,1.0,300063.SZ,天龙集团,3.709998727897214,3.890001272102786,,3.890001272102786,0.9974362236160988,1.0485182226214926,2762.0,10744.183513547894,,10748.618423201586
20200211,sell,> T+1,75669.0,0.0,1.0,000998.SZ,隆平高科,16.689997337356882,19.0,,19.0,1.0326086956521738,1.138406412892151,614.0,11666.0,,22414.618423201588
20200211,buy,,80396.0,0.0,0.0,300456.SZ,耐威科技,27.790003483106933,27.790003483106933,27.85,,1.0021589244106983,1.0021589244106983,403.0,11199.371403692094,11223.550000000001,11215.247019509494
20200211,buy,,81095.0,0.0,0.0,600556.SH,ST慧球,12.459991801598688,12.459991801598688,13.040008198401313,,1.0465503032456414,1.0465503032456414,899.0,11201.53262963722,11722.967370362781,13.714389872273387
20200212,sell,> T+1,80396.0,0.0,1.0,300456.SZ,耐威科技,27.790003483106933,27.5,,27.5,0.9874326750448833,0.9895644675509587,403.0,11082.5,,11096.214389872273
20200212,sell,> T+1,81095.0,0.0,1.0,600556.SH,ST慧球,12.459991801598688,13.05999180159869,,13.05999180159869,1.0015324839442836,1.0481541247822506,899.0,11740.932629637222,,22837.147019509495
20200212,buy,,76287.0,0.0,0.0,002098.SZ,浔兴股份,6.4699871189351645,6.4699871189351645,6.640017174753113,,1.0262798136522306,1.0262798136522306,1764.0,11413.05727780163,11712.99029626449,11424.089741707865
20200212,buy,,77466.0,0.0,0.0,002648.SZ,卫星石化,16.280004650081377,16.280004650081377,16.539990699837244,,1.0159696545144763,1.0159696545144763,701.0,11412.283259707045,11594.533480585907,11.806482000820324
20200213,sell,> T+1,76287.0,0.0,1.0,002098.SZ,浔兴股份,6.4699871189351645,6.65002146844139,,6.65002146844139,1.0015066668391035,1.0278260754151016,1764.0,11730.637870330613,,11742.444352331433
20200213,sell,> T+1,77466.0,0.0,1.0,002648.SZ,卫星石化,16.280004650081377,16.719995349918623,,16.719995349918623,1.0108829958461314,1.0270264480443527,701.0,11720.716740292955,,23463.16109262439
20200213,buy,,79956.0,0.0,0.0,002688.SZ,金河生物,7.2,7.2,7.940007169743682,,1.1027787735755112,1.1027787735755112,1629.0,11728.800000000001,12934.271679512458,11734.361092624387
20200213,buy,,80257.0,0.0,0.0,300636.SZ,同和药业,31.9,31.9,32.319980119284295,,1.013165520980699,1.013165520980699,367.0,11707.3,11861.432703777336,27.06109262438804
20200214,sell,> T+1,79956.0,0.0,1.0,002688.SZ,金河生物,7.2,8.049991037820398,,8.049991037820398,1.013851860045646,1.1180543108083885,1629.0,13113.435400609427,,13140.496493233815
20200214,sell,> T+1,80257.0,0.0,1.0,300636.SZ,同和药业,31.9,32.489960238568585,,32.489960238568585,1.0052592891040446,1.0184940513657865,367.0,11923.81540755467,,25064.311900788485
20200214,buy,,71457.0,0.0,0.0,600118.SH,中国卫星,36.18000119717467,36.18000119717467,37.650000000000006,,1.0406301479873952,1.0406301479873952,346.0,12518.280414222436,13026.900000000001,12546.03148656605
20200214,buy,,73154.0,0.0,0.0,002643.SZ,万润股份,15.050008946144212,15.050008946144212,15.279996421542315,,1.015281550743332,1.015281550743332,832.0,12521.607443191984,12712.957022723205,24.42404337406515
20200217,sell,> T+1,71457.0,0.0,1.0,600118.SH,中国卫星,36.18000119717467,37.0,,37.0,0.9827357237715802,1.0226644216609193,346.0,12802.0,,12826.424043374065
20200217,sell,> T+1,73154.0,0.0,1.0,002643.SZ,万润股份,15.050008946144212,15.449991053855786,,15.449991053855786,1.0111253057673368,1.0265768684352874,832.0,12854.392556808014,,25680.81660018208
20200217,buy,,85938.0,0.0,0.0,300454.SZ,深信服,190.0,190.0,193.98003992015967,,1.0209475785271562,1.0209475785271562,67.0,12730.0,12996.662674650697,12950.81660018208
20200217,buy,,87005.0,0.0,0.0,601222.SH,林洋能源,5.049989550679206,5.049989550679206,5.2,,1.0297051009344402,1.0297051009344402,2542.0,12837.073437826542,13218.4,113.7431623555367
20200218,sell,> T+1,85938.0,0.0,1.0,300454.SZ,深信服,190.0,194.1699600798403,,194.1699600798403,1.0009790706289101,1.021947158314949,67.0,13009.3873253493,,13123.130487704837
20200218,sell,> T+1,87005.0,0.0,1.0,601222.SH,林洋能源,5.049989550679206,5.18,,5.18,0.9961538461538461,1.0257446967000767,2542.0,13167.56,,26290.690487704836
20200218,buy,,142709.0,0.0,0.0,002221.SZ,东华能源,9.149987878787877,9.149987878787877,9.280000000000001,,1.0142089938188363,1.0142089938188363,1436.0,13139.382593939392,13326.080000000002,13151.307893765445
20200218,buy,,142714.0,0.0,0.0,600448.SH,华纺股份,5.390010976948409,5.390010976948409,5.409989023051591,,1.0037064945115368,1.0037064945115368,2438.0,13140.84676180022,13189.55323819978,10.461131965224922
20200219,sell,> T+1,142709.0,0.0,1.0,002221.SZ,东华能源,9.149987878787877,9.149987878787877,,9.149987878787877,0.9859900731452453,1.0,1436.0,13139.382593939392,,13149.843725904617
20200219,sell,> T+1,142714.0,0.0,1.0,600448.SH,华纺股份,5.390010976948409,5.390010976948409,,5.390010976948409,0.9963071928578676,1.0,2438.0,13140.84676180022,,26290.690487704836
20200219,buy,,150847.0,0.0,0.0,300204.SZ,舒泰神,15.3,15.3,,,,,859.0,13142.7,,13147.990487704836
20200219,buy,,150872.0,0.0,0.0,600289.SH,*ST信通,3.370006788866259,3.370006788866259,,,,,3900.0,13143.02647657841,,4.964011126425248
